Play,Type,Bnt,Fl,Loc,B,R1,R3,Count,Probability,New Outs,Runs
Generic out,Liner,-,-,7,Out,1st,Score,2,  0.10%,2,1
Single,Grounder,-,-,6M,1st,3rd,Score,2,  0.10%,1,1
Generic out,Liner,-,-,4MD,Out,1st,3rd,2,  0.10%,2,0
Single,Grounder,-,-,3,1st,2nd,Score,2,  0.10%,1,1
Double,Liner,-,-,9D,2nd,3rd,Score,2,  0.10%,1,1
Generic out,Liner,-,-,56,Out,1st,3rd,2,  0.10%,2,0
Single,Grounder,-,-,4M,1st,2nd,Score,2,  0.10%,1,1
Single,Grounder,-,-,56,1st,3rd,Score,2,  0.10%,1,1
Generic out,Grounder,-,-,34S,Out,Out,3rd,2,  0.10%,3,0
Generic out,Grounder,-,-,5,Out,2nd,Score,2,  0.10%,2,1
Fielder's choice,Grounder,-,-,3,1st,2nd,Score,2,  0.10%,1,1
Strikeout,-,-,-,-,Out,1st,Out,2,  0.10%,3,0
Fielder's choice,Grounder,Y,-,2,1st,2nd,Score,2,  0.10%,1,1
Home run,Liner,-,-,89XD,Score,Score,Score,2,  0.10%,1,3
Generic out,Liner,-,-,6,Out,1st,3rd,2,  0.10%,2,0
Double,Grounder,-,-,5,2nd,3rd,Score,2,  0.10%,1,1
Single,Liner,-,-,7L,1st,2nd,Score,1,  0.05%,1,1
Generic out,Liner,-,-,3S,Out,1st,3rd,1,  0.05%,2,0
Generic out,Liner,-,-,5,Out,1st,3rd,1,  0.05%,2,0
Generic out,Fly,-,-,89S,1st,Out,Score,1,  0.05%,2,1
Generic out,Liner,-,-,4,Out,Out,3rd,1,  0.05%,3,0
Generic out,Grounder,-,-,4D,Out,Out,3rd,1,  0.05%,3,0
Double,Fly,-,-,78XD,2nd,3rd,Score,1,  0.05%,1,1
Double,Fly,-,-,89XD,2nd,Score,Score,1,  0.05%,1,2
Generic out,Grounder,-,-,4MS,Out,Out,3rd,1,  0.05%,3,0
Triple,Grounder,-,-,3,3rd,Score,Score,1,  0.05%,1,2
Single,Liner,-,-,7,1st,3rd,Score,1,  0.05%,1,1
Generic out,Liner,-,-,89,Out,1st,3rd,1,  0.05%,2,0
Generic out,Pop-up,-,-,6M,Out,1st,3rd,1,  0.05%,2,0
Generic out,Liner,-,-,89,Out,1st,Score,1,  0.05%,2,1
Error,Grounder,-,-,3,1st,2nd,Score,1,  0.05%,1,1
Fielder's choice,Grounder,-,-,3S,2nd,3rd,Score,1,  0.05%,1,1
Generic out,Grounder,-,-,5S,Out,2nd,Score,1,  0.05%,2,1
Generic out,Grounder,-,-,5S,Out,Out,3rd,1,  0.05%,3,0
Fielder's choice,Grounder,-,-,6MS,1st,2nd,Score,1,  0.05%,1,1
Double,Fly,-,-,9LS,2nd,3rd,Score,1,  0.05%,1,1
Double,Liner,-,-,89XD,3rd,Out,Score,1,  0.05%,2,1
Single,Grounder,-,-,34S,1st,2nd,Score,1,  0.05%,1,1
Generic out,Pop-up,-,-,8S,Out,1st,3rd,1,  0.05%,2,0
Generic out,Liner,-,-,6MD,Out,1st,3rd,1,  0.05%,2,0
Generic out,Liner,-,-,7,Out,1st,Out,1,  0.05%,3,0
Double,Fly,-,-,89XD,2nd,3rd,Score,1,  0.05%,1,1
Single,Liner,-,-,6MD,1st,2nd,Score,1,  0.05%,1,1
Double,Liner,-,-,78,2nd,3rd,Score,1,  0.05%,1,1
Generic out,Fly,-,-,6D,Out,1st,Score,1,  0.05%,2,1
Generic out,Fly,-,-,78S,Out,1st,Out,1,  0.05%,3,0
Error,Grounder,-,-,9L,2nd,3rd,Score,1,  0.05%,1,1
Generic out,Fly,-,Y,9LSF,Out,1st,Score,1,  0.05%,2,1
Generic out,Grounder,-,-,4M,2nd,Out,Score,1,  0.05%,2,1
Double,Liner,-,-,78XD,3rd,Score,Score,1,  0.05%,1,2
Double,Liner,-,-,78XD,2nd,Score,Score,1,  0.05%,1,2
Triple,Fly,-,-,89XD,3rd,Score,Score,1,  0.05%,1,2
Fielder's choice,Grounder,Y,-,1S,1st,2nd,Score,1,  0.05%,1,1
Single,Grounder,-,-,6S,1st,2nd,Score,1,  0.05%,1,1
Generic out,Fly,-,-,9,Out,1st,Out,1,  0.05%,3,0
Generic out,Fly,-,-,9LS,Out,2nd,Score,1,  0.05%,2,1
Generic out,Fly,-,-,5D,Out,1st,3rd,1,  0.05%,2,0
Generic out,Fly,-,-,9L,Out,1st,Score,1,  0.05%,2,1
Double,Liner,-,-,7D,2nd,Out,Score,1,  0.05%,2,1
Generic out,Pop-up,Y,Y,2F,Out,1st,3rd,1,  0.05%,2,0
Fielder's choice,Grounder,-,-,1S,1st,2nd,Score,1,  0.05%,1,1
Generic out,Liner,-,-,4D,Out,1st,3rd,1,  0.05%,2,0
Fielder's choice,Grounder,-,-,34D,1st,2nd,Score,1,  0.05%,1,1
Generic out,Pop-up,Y,-,3S,Out,1st,3rd,1,  0.05%,2,0
Single,Fly,-,-,5D,1st,2nd,Score,1,  0.05%,1,1
Single,Grounder,-,-,56S,1st,3rd,Score,1,  0.05%,1,1
Generic out,Grounder,Y,-,34,Out,2nd,Score,1,  0.05%,2,1
Double,Liner,-,-,7LS,2nd,Score,Score,1,  0.05%,1,2
Fielder's choice,Grounder,-,-,6S,1st,2nd,Score,1,  0.05%,1,1
Single,Grounder,Y,-,1S,1st,2nd,3rd,1,  0.05%,1,0
Generic out,Grounder,-,-,4M,1st,Out,Score,1,  0.05%,2,1
Generic out,Fly,-,-,8,Out,Out,Score,1,  0.05%,3,1
Single,Pop-up,-,-,56D,1st,2nd,Score,1,  0.05%,1,1
Single,Fly,-,-,89,1st,2nd,Score,1,  0.05%,1,1
Generic out,Grounder,-,-,3S,Out,2nd,Out,1,  0.05%,3,0
Triple,Grounder,-,-,5,3rd,Score,Score,1,  0.05%,1,2
Single,Grounder,-,-,2,1st,2nd,3rd,1,  0.05%,1,0
Single,Liner,-,-,3D,1st,3rd,Score,1,  0.05%,1,1
Single,Liner,-,-,3D,1st,2nd,Score,1,  0.05%,1,1
Generic out,Liner,Y,-,6MS,Out,1st,3rd,1,  0.05%,2,0
Single,Grounder,Y,-,23,1st,2nd,3rd,1,  0.05%,1,0
Single,Liner,-,-,56D,1st,2nd,Score,1,  0.05%,1,1
Generic out,Fly,-,-,7LS,Out,1st,Score,1,  0.05%,2,1
Other advance,-,-,-,-,Stays,2nd,Score,1,  0.05%,1,1
Generic out,Grounder,Y,-,25,Out,2nd,Score,1,  0.05%,2,1
Fielder's choice,Grounder,-,-,3S,2nd,3rd,Out,1,  0.05%,2,0
Single,Liner,-,-,4S,1st,2nd,3rd,1,  0.05%,1,0
Fielder's choice,Grounder,-,-,5S,2nd,3rd,Out,1,  0.05%,2,0
Single,Grounder,Y,-,2,1st,2nd,3rd,1,  0.05%,1,0
Single,Liner,-,-,8,2nd,Out,Score,1,  0.05%,2,1
Fielder's choice,Grounder,-,-,13,1st,3rd,Out,1,  0.05%,2,0
Generic out,Fly,-,-,9LS,Out,1st,Out,1,  0.05%,3,0
Generic out,Fly,-,-,9D,Out,2nd,Score,1,  0.05%,2,1
Single,Liner,-,-,89S,1st,3rd,Score,1,  0.05%,1,1
Single,Liner,-,-,8D,1st,3rd,Score,1,  0.05%,1,1
Single,Liner,-,-,7LD,1st,3rd,Score,1,  0.05%,1,1
Double,Liner,-,-,89,2nd,3rd,Score,1,  0.05%,1,1
Generic out,Liner,-,-,78XD,Out,1st,Score,1,  0.05%,2,1
Double,Fly,-,-,56D,2nd,3rd,Score,1,  0.05%,1,1
Double,Liner,-,-,89,2nd,Score,Score,1,  0.05%,1,2
Single,Grounder,-,-,34,1st,2nd,3rd,1,  0.05%,1,0
Generic out,Grounder,-,-,34S,Out,2nd,Score,1,  0.05%,2,1
Generic out,Grounder,-,-,6MS,1st,Out,Score,1,  0.05%,2,1
Fielder's choice,Grounder,-,-,5,1st,2nd,Out,1,  0.05%,2,0
Generic out,Grounder,-,-,6MD,Out,Out,3rd,1,  0.05%,3,0
Generic out,Pop-up,-,-,8S,1st,Out,Score,1,  0.05%,2,1
Generic out,Fly,-,-,9L,Out,1st,Out,1,  0.05%,3,0
Single,Liner,-,-,7S,1st,3rd,Score,1,  0.05%,1,1
Double,Fly,-,-,8XD,2nd,3rd,Score,1,  0.05%,1,1
Generic out,Fly,-,-,9S,Out,1st,Out,1,  0.05%,3,0
Generic out,Grounder,-,-,4MD,Out,Out,3rd,1,  0.05%,3,0
Generic out,Fly,-,-,9S,Out,2nd,Score,1,  0.05%,2,1
Generic out,Grounder,-,-,56D,Out,Out,3rd,1,  0.05%,3,0
Generic out,Liner,-,-,1,Out,1st,3rd,1,  0.05%,2,0
Generic out,Pop-up,-,-,5D,Out,1st,3rd,1,  0.05%,2,0
Generic out,Grounder,-,-,15,1st,Out,Score,1,  0.05%,2,1
Fielder's choice,Grounder,-,-,4,1st,2nd,Score,1,  0.05%,1,1
Generic out,Fly,-,Y,3DF,Out,1st,Score,1,  0.05%,2,1
Generic out,Liner,-,-,3,Out,Out,3rd,1,  0.05%,3,0
Generic out,Grounder,Y,-,2,Out,2nd,Score,1,  0.05%,2,1
Double,Liner,-,-,7L,2nd,Out,Score,1,  0.05%,2,1
Generic out,Grounder,-,-,4D,1st,Out,Score,1,  0.05%,2,1
Generic out,Grounder,-,-,3,Out,3rd,Score,1,  0.05%,2,1
Generic out,Grounder,-,-,13,Out,2nd,Score,1,  0.05%,2,1
Generic out,Grounder,-,-,3,1st,Out,Score,1,  0.05%,2,1
Stolen base,-,-,-,-,Stays,Out,Score,1,  0.05%,2,1
Single,Fly,-,-,9S,1st,2nd,Score,1,  0.05%,1,1
Fielder's choice,Grounder,-,-,4MS,1st,2nd,Score,1,  0.05%,1,1
Generic out,Pop-up,-,-,15,Out,1st,3rd,1,  0.05%,2,0
Single,Grounder,-,-,6,1st,Out,Score,1,  0.05%,2,1
Generic out,Grounder,Y,-,34S,Out,2nd,Score,1,  0.05%,2,1
Triple,Liner,-,-,9L,3rd,Score,Score,1,  0.05%,1,2
Single,Fly,-,-,34D,1st,Out,Score,1,  0.05%,2,1
Walk,-,-,-,-,1st,3rd,Out,1,  0.05%,2,0
Fielder's choice,Grounder,-,-,34,1st,3rd,Score,1,  0.05%,1,1
Generic out,Liner,-,-,7L,Out,1st,Score,1,  0.05%,2,1
Generic out,Liner,-,-,7D,Out,Out,Score,1,  0.05%,3,1
Single,Grounder,-,-,6MS,1st,2nd,Score,1,  0.05%,1,1
Generic out,Grounder,-,-,23,Out,Out,3rd,1,  0.05%,3,0
Fielder's choice,Grounder,-,-,6M,1st,2nd,Score,1,  0.05%,1,1
Generic out,Fly,-,-,56D,Out,1st,3rd,1,  0.05%,2,0
Fielder's choice,Grounder,-,-,4M,1st,2nd,Out,1,  0.05%,2,0
Double,Fly,-,-,89XD,3rd,Score,Score,1,  0.05%,1,2
Double,Fly,-,-,9D,2nd,3rd,Score,1,  0.05%,1,1
Generic out,Grounder,-,-,56S,2nd,Out,Score,1,  0.05%,2,1
Generic out,Pop-up,-,-,3S,Out,1st,3rd,1,  0.05%,2,0
Double,Fly,-,-,9LD,2nd,3rd,Score,1,  0.05%,1,1
Generic out,Fly,-,-,78S,Out,1st,Score,1,  0.05%,2,1
Caught stealing,-,-,-,-,Stays,2nd,Out,1,  0.05%,2,0
Double,Liner,-,-,9,2nd,3rd,Score,1,  0.05%,1,1
Generic out,Grounder,-,-,2,Out,2nd,Score,1,  0.05%,2,1
Generic out,Grounder,-,-,1S,Out,2nd,3rd,1,  0.05%,2,0
Generic out,Liner,-,-,7,Out,2nd,Score,1,  0.05%,2,1
Generic out,Grounder,-,-,15,Out,2nd,Score,1,  0.05%,2,1
Generic out,Fly,-,-,7S,Out,2nd,3rd,1,  0.05%,2,0
Generic out,Fly,-,-,89,Out,2nd,Score,1,  0.05%,2,1
Generic out,Liner,-,-,9LD,Out,1st,Score,1,  0.05%,2,1
Double,Liner,-,-,78,2nd,Score,Score,1,  0.05%,1,2
Generic out,Liner,-,-,9D,Out,Out,3rd,1,  0.05%,3,0
Single,Liner,-,-,7LD,1st,2nd,Score,1,  0.05%,1,1
Double,Grounder,-,-,56,2nd,3rd,Score,1,  0.05%,1,1
Fielder's choice,Grounder,-,-,56,1st,3rd,Out,1,  0.05%,2,0
Single,Liner,-,-,9D,1st,3rd,Score,1,  0.05%,1,1
Generic out,Grounder,-,-,15,1st,Out,Out,1,  0.05%,3,0
Generic out,Grounder,-,-,78S,1st,Out,Score,1,  0.05%,2,1
Single,Fly,-,-,8S,1st,3rd,Score,1,  0.05%,1,1
Single,Grounder,-,-,5,1st,3rd,Score,1,  0.05%,1,1
Generic out,Grounder,-,-,4MD,1st,Out,Score,1,  0.05%,2,1
Generic out,Liner,-,-,9,Out,1st,Out,1,  0.05%,3,0
Double,Liner,-,-,7D,2nd,Score,Score,1,  0.05%,1,2
Fielder's choice,Grounder,-,-,6S,1st,2nd,Out,1,  0.05%,2,0
Generic out,Liner,-,-,89,Out,1st,Out,1,  0.05%,3,0
Single,Liner,-,-,7LS,1st,3rd,Score,1,  0.05%,1,1
Generic out,Liner,-,-,6MD,Out,Out,3rd,1,  0.05%,3,0
Generic out,Fly,-,-,9LS,Out,1st,Score,1,  0.05%,2,1
Double,Liner,-,-,7D,2nd,3rd,Score,1,  0.05%,1,1
Generic out,Grounder,-,-,15,Out,Out,3rd,1,  0.05%,3,0
Generic out,Liner,-,-,9S,Out,1st,3rd,1,  0.05%,2,0
Generic out,Pop-up,Y,-,23,Out,1st,3rd,1,  0.05%,2,0
Generic out,Grounder,-,-,2,1st,Out,Score,1,  0.05%,2,1
Generic out,Liner,-,-,9L,Out,1st,Out,1,  0.05%,3,0
Single,Grounder,-,-,6,2nd,3rd,Score,1,  0.05%,1,1
Generic out,Pop-up,-,-,5,Out,1st,3rd,1,  0.05%,2,0
Generic out,Pop-up,-,-,4D,Out,1st,3rd,1,  0.05%,2,0
Generic out,Liner,-,-,3,Out,1st,3rd,1,  0.05%,2,0
Home run,Liner,-,-,8XD,Score,Score,Score,1,  0.05%,1,3
Error,Pop-up,-,-,56D,1st,2nd,Score,1,  0.05%,1,1
Generic out,Liner,-,-,4,Out,1st,3rd,1,  0.05%,2,0
Generic out,Fly,-,-,34D,Out,Out,3rd,1,  0.05%,3,0
Fielder's choice,Grounder,Y,-,3S,1st,2nd,Out,1,  0.05%,2,0
Generic out,Fly,-,-,8S,Out,Out,Score,1,  0.05%,3,1
Fielder's choice,Grounder,Y,-,25,2nd,Score,Score,1,  0.05%,1,2
Error,Liner,-,-,7,1st,2nd,Score,1,  0.05%,1,1
Generic out,Pop-up,-,-,56,Out,1st,3rd,1,  0.05%,2,0
Single,Grounder,-,-,5,1st,2nd,Score,1,  0.05%,1,1
Generic out,Fly,-,-,7L,Out,2nd,Score,1,  0.05%,2,1
Generic out,Fly,-,-,78S,Out,2nd,3rd,1,  0.05%,2,0
Triple,Liner,-,-,7D,3rd,Score,Score,1,  0.05%,1,2
Generic out,Grounder,-,-,6D,1st,Out,Score,1,  0.05%,2,1
Generic out,Grounder,-,-,6M,2nd,Out,Score,1,  0.05%,2,1
Triple,Liner,-,-,9LD,3rd,Score,Score,1,  0.05%,1,2
Generic out,Grounder,Y,-,2,Out,2nd,3rd,1,  0.05%,2,0
Pickoff,-,-,-,-,Stays,Out,Score,1,  0.05%,2,1
Generic out,Grounder,-,-,34D,Out,2nd,Score,1,  0.05%,2,1
Single,Fly,-,-,7L,1st,2nd,Score,1,  0.05%,1,1
Fielder's choice,Grounder,-,-,56,1st,2nd,Score,1,  0.05%,1,1
Generic out,Grounder,-,-,34D,1st,Out,Score,1,  0.05%,2,1
Generic out,Fly,-,-,7S,Out,2nd,Score,1,  0.05%,2,1
Strikeout,-,-,-,-,Out,3rd,Score,1,  0.05%,2,1
Single,Grounder,Y,-,1S,1st,2nd,Score,1,  0.05%,1,1
Home run,Liner,-,-,9D,Score,Score,Score,1,  0.05%,1,3
Single,Grounder,-,-,34,3rd,Score,Score,1,  0.05%,1,2
Generic out,Fly,-,-,78D,Out,Out,Score,1,  0.05%,3,1
Double,Fly,-,-,89,2nd,3rd,Score,1,  0.05%,1,1
Generic out,Liner,-,-,34,Out,Out,3rd,1,  0.05%,3,0
Generic out,Grounder,Y,-,1S,Out,2nd,Score,1,  0.05%,2,1
Passed ball,-,-,-,-,Stays,2nd,3rd,1,  0.05%,1,0
Generic out,Grounder,Y,-,3S,Out,2nd,Score,1,  0.05%,2,1
Fielder's choice,Grounder,-,-,1,1st,3rd,Out,1,  0.05%,2,0
Generic out,Fly,-,Y,5DF,Out,1st,3rd,1,  0.05%,2,0
Single,Grounder,-,-,4MS,1st,2nd,Score,1,  0.05%,1,1
Error,Grounder,-,-,56,1st,3rd,Score,1,  0.05%,1,1
Fielder's choice,Grounder,-,-,8S,1st,2nd,Score,1,  0.05%,1,1
Generic out,Fly,-,-,7,Out,1st,3rd,1,  0.05%,2,0
Double,Liner,-,-,9LD,2nd,Score,Score,1,  0.05%,1,2
Generic out,Grounder,-,-,6M,Out,2nd,Score,1,  0.05%,2,1
Error,Liner,-,-,89,1st,2nd,Score,1,  0.05%,1,1
Single,Liner,-,-,78S,1st,2nd,Score,1,  0.05%,1,1
Generic out,Grounder,-,-,3,Out,Out,Score,1,  0.05%,3,1
Generic out,Pop-up,-,-,6S,Out,1st,3rd,1,  0.05%,2,0
