Play,Type,Bnt,Fl,Loc,B,R1,R2,Count,Probability,New Outs,Runs
Generic out,Liner,-,-,1S,Out,1st,2nd,3,  0.05%,3,0
Double,Liner,-,-,7LD,2nd,Out,Score,3,  0.05%,3,1
Single,Grounder,-,-,4,1st,2nd,3rd,3,  0.05%,2,0
Generic out,Liner,-,-,6MD,Out,1st,2nd,2,  0.04%,3,0
Single,Grounder,-,-,15,1st,2nd,3rd,2,  0.04%,2,0
Single,Liner,-,-,7L,1st,3rd,Score,2,  0.04%,2,1
Single,Liner,-,-,7D,1st,2nd,Score,2,  0.04%,2,1
Single,Fly,-,-,9L,1st,Score,Score,2,  0.04%,2,2
Double,Liner,-,-,8,2nd,3rd,Score,2,  0.04%,2,1
Single,Liner,-,-,7S,1st,2nd,3rd,2,  0.04%,2,0
Error,Grounder,-,-,56,1st,3rd,Score,2,  0.04%,2,1
Passed ball,-,-,-,-,Stays,1st,3rd,2,  0.04%,2,0
Single,Fly,-,-,3D,1st,3rd,Score,2,  0.04%,2,1
Stolen base,-,-,-,-,Stays,3rd,Score,2,  0.04%,2,1
Generic out,Pop-up,-,-,3S,Out,1st,2nd,2,  0.04%,3,0
Single,Liner,-,-,7S,1st,Out,Score,2,  0.04%,3,1
Single,Liner,-,-,56D,1st,2nd,Score,2,  0.04%,2,1
Generic out,Grounder,-,-,25,Out,1st,2nd,2,  0.04%,3,0
Single,Grounder,-,-,4,2nd,3rd,Score,2,  0.04%,2,1
Single,Liner,-,-,9S,1st,2nd,3rd,2,  0.04%,2,0
Generic out,Pop-up,-,-,15,Out,1st,2nd,2,  0.04%,3,0
Single,Liner,-,-,34D,1st,3rd,Score,2,  0.04%,2,1
Single,Grounder,-,-,56,1st,Out,Score,2,  0.04%,3,1
Single,Grounder,-,-,56,1st,3rd,Score,2,  0.04%,2,1
Generic out,Grounder,-,-,4MD,1st,Out,2nd,2,  0.04%,3,0
Single,Liner,-,-,9S,1st,2nd,Score,2,  0.04%,2,1
Single,Liner,-,-,8,1st,2nd,3rd,2,  0.04%,2,0
Single,Liner,-,-,7LD,1st,3rd,Score,2,  0.04%,2,1
Single,Grounder,-,-,4S,1st,2nd,3rd,2,  0.04%,2,0
Single,Liner,-,-,9D,1st,3rd,Score,2,  0.04%,2,1
Single,Liner,-,-,8,1st,Out,3rd,2,  0.04%,3,0
Single,Liner,-,-,89,1st,2nd,Out,2,  0.04%,3,0
Double,Liner,-,-,7LD,3rd,Score,Score,2,  0.04%,2,2
Generic out,Liner,-,-,5,Out,1st,2nd,2,  0.04%,3,0
Triple,Liner,-,-,78XD,3rd,Score,Score,2,  0.04%,2,2
Single,Grounder,-,-,6S,1st,2nd,Out,2,  0.04%,3,0
Generic out,Liner,-,-,56D,Out,1st,2nd,2,  0.04%,3,0
Single,Liner,-,-,6D,1st,2nd,Score,2,  0.04%,2,1
Single,Fly,-,-,89S,1st,3rd,Score,2,  0.04%,2,1
Generic out,Liner,-,-,1,Out,1st,2nd,2,  0.04%,3,0
Triple,Grounder,-,-,3,3rd,Score,Score,2,  0.04%,2,2
Fielder's choice,Grounder,-,-,6,1st,Out,2nd,2,  0.04%,3,0
Double,Grounder,-,-,5,2nd,Out,Score,2,  0.04%,3,1
Single,Liner,-,-,89D,2nd,3rd,Score,2,  0.04%,2,1
Single,Liner,-,-,8XD,1st,3rd,Score,2,  0.04%,2,1
Generic out,Grounder,-,-,56D,Out,1st,2nd,2,  0.04%,3,0
Double,Liner,-,-,7L,2nd,3rd,Score,2,  0.04%,2,1
Single,Liner,-,-,78,1st,2nd,3rd,2,  0.04%,2,0
Generic out,Grounder,-,-,5D,Out,1st,2nd,2,  0.04%,3,0
Double,Liner,-,-,89D,2nd,3rd,Score,2,  0.04%,2,1
Single,Grounder,-,-,5,1st,3rd,Score,2,  0.04%,2,1
Generic out,Pop-up,-,Y,1S,Out,1st,2nd,2,  0.04%,3,0
Error,Grounder,-,-,34,1st,2nd,3rd,2,  0.04%,2,0
Triple,Fly,-,-,89XD,3rd,Score,Score,2,  0.04%,2,2
Generic out,Pop-up,-,Y,23F,Out,1st,2nd,2,  0.04%,3,0
Generic out,Fly,-,-,6D,Out,1st,2nd,2,  0.04%,3,0
Generic out,Liner,-,-,7LD,Out,1st,2nd,2,  0.04%,3,0
Double,Fly,-,-,7D,2nd,Score,Score,2,  0.04%,2,2
Generic out,Grounder,-,-,5S,1st,1st,Out,2,  0.04%,3,0
Double,Liner,-,-,9LS,2nd,3rd,Score,2,  0.04%,2,1
Double,Fly,-,-,7LD,2nd,Score,Score,2,  0.04%,2,2
Generic out,Liner,-,-,2,Out,1st,2nd,2,  0.04%,3,0
Single,Liner,-,-,8,3rd,Score,Score,2,  0.04%,2,2
Double,Liner,-,-,8D,2nd,3rd,Score,2,  0.04%,2,1
Single,Liner,-,-,7,1st,2nd,3rd,2,  0.04%,2,0
Triple,Liner,-,-,9LD,3rd,Score,Score,2,  0.04%,2,2
Single,Liner,-,-,78,Out,3rd,Score,2,  0.04%,3,1
Fielder's choice,Grounder,-,-,56S,1st,2nd,3rd,1,  0.02%,2,0
Single,Grounder,-,-,4,Out,3rd,Score,1,  0.02%,3,1
Double,Fly,-,-,9D,2nd,Score,Score,1,  0.02%,2,2
Single,Liner,-,-,3D,1st,3rd,Score,1,  0.02%,2,1
Generic out,Grounder,-,-,3,1st,Out,2nd,1,  0.02%,3,0
Generic out,Grounder,-,-,9S,Out,1st,2nd,1,  0.02%,3,0
Double,Grounder,-,-,56,2nd,3rd,Score,1,  0.02%,2,1
Single,Liner,-,-,89D,1st,Out,3rd,1,  0.02%,3,0
Single,Fly,-,-,3D,2nd,3rd,Score,1,  0.02%,2,1
Double,Liner,-,-,9L,2nd,Out,Score,1,  0.02%,3,1
Caught stealing,-,-,-,-,Stays,Out,3rd,1,  0.02%,3,0
Double,Liner,-,-,9D,2nd,3rd,Score,1,  0.02%,2,1
Single,Fly,-,-,7LS,1st,3rd,Score,1,  0.02%,2,1
Single,Liner,-,-,8,1st,2nd,Out,1,  0.02%,3,0
Single,Grounder,-,-,6M,2nd,Score,Score,1,  0.02%,2,2
Single,Grounder,-,-,34S,1st,3rd,Score,1,  0.02%,2,1
Single,Liner,-,-,78S,2nd,3rd,Score,1,  0.02%,2,1
Double,Fly,-,-,78S,2nd,Score,Score,1,  0.02%,2,2
Generic out,Grounder,-,Y,3F,Out,1st,2nd,1,  0.02%,3,0
Double,Fly,-,-,9LS,2nd,Score,Score,1,  0.02%,2,2
Double,Liner,-,-,7L,2nd,Out,Score,1,  0.02%,3,1
Single,Liner,-,-,4MD,1st,3rd,Score,1,  0.02%,2,1
Single,Grounder,-,-,4,2nd,Score,Score,1,  0.02%,2,2
Single,Liner,-,-,89S,2nd,3rd,Score,1,  0.02%,2,1
Single,Grounder,-,-,34,1st,2nd,Out,1,  0.02%,3,0
Fielder's choice,Grounder,-,-,6M,1st,2nd,3rd,1,  0.02%,2,0
Generic out,Liner,-,-,34D,Out,1st,2nd,1,  0.02%,3,0
Error,Grounder,-,-,3,1st,3rd,Score,1,  0.02%,2,1
Single,Grounder,-,-,3S,1st,2nd,3rd,1,  0.02%,2,0
Single,Fly,-,-,9LS,2nd,3rd,Score,1,  0.02%,2,1
Single,Grounder,-,-,25,2nd,3rd,Score,1,  0.02%,2,1
Generic out,Grounder,-,-,4D,1st,Out,2nd,1,  0.02%,3,0
Single,Grounder,-,-,25,1st,2nd,3rd,1,  0.02%,2,0
Single,Grounder,-,-,4,1st,2nd,Out,1,  0.02%,3,0
Single,Liner,-,-,78,1st,Out,Score,1,  0.02%,3,1
Generic out,Pop-up,-,-,56S,Out,1st,2nd,1,  0.02%,3,0
Double,Liner,-,-,89XD,2nd,Out,Score,1,  0.02%,3,1
Fielder's choice,Grounder,-,-,6,1st,2nd,Out,1,  0.02%,3,0
Single,Fly,-,-,3D,1st,Out,Score,1,  0.02%,3,1
Single,Fly,-,-,34D,1st,2nd,Score,1,  0.02%,2,1
Home run,Liner,-,-,89XD,Score,Score,Score,1,  0.02%,2,3
Other advance,-,-,-,-,Stays,2nd,Score,1,  0.02%,2,1
Single,Liner,-,-,9LD,1st,3rd,Score,1,  0.02%,2,1
Single,Liner,-,-,9S,2nd,3rd,Score,1,  0.02%,2,1
Single,Pop-up,Y,-,6S,1st,2nd,3rd,1,  0.02%,2,0
Double,Fly,-,-,9LD,2nd,3rd,Score,1,  0.02%,2,1
Single,Grounder,Y,-,56S,1st,2nd,3rd,1,  0.02%,2,0
Double,Fly,-,-,9LD,2nd,Out,Score,1,  0.02%,3,1
Single,Grounder,-,-,23,2nd,3rd,Score,1,  0.02%,2,1
Error,Grounder,-,-,3,1st,2nd,3rd,1,  0.02%,2,0
Wild pitch,-,-,-,-,Stays,Score,Score,1,  0.02%,2,2
Double,Liner,-,-,78,2nd,Score,Score,1,  0.02%,2,2
Double,Liner,-,-,5D,2nd,Score,Score,1,  0.02%,2,2
Error,Pop-up,-,-,56S,Out,2nd,Score,1,  0.02%,3,1
Single,Grounder,Y,-,2,1st,2nd,3rd,1,  0.02%,2,0
Single,Fly,-,-,7,1st,2nd,Score,1,  0.02%,2,1
Foul error,Fly,-,Y,-,Stays,1st,2nd,1,  0.02%,2,0
Single,Grounder,-,-,3,1st,2nd,3rd,1,  0.02%,2,0
Single,Liner,-,-,8S,1st,2nd,Out,1,  0.02%,3,0
Error,Pop-up,-,-,6S,1st,3rd,Score,1,  0.02%,2,1
Single,Fly,-,-,78D,1st,Score,Score,1,  0.02%,2,2
Single,Liner,-,-,78S,1st,3rd,Score,1,  0.02%,2,1
Single,Grounder,-,-,2,2nd,Score,Score,1,  0.02%,2,2
Single,Grounder,-,-,6,3rd,Score,Score,1,  0.02%,2,2
Triple,Liner,-,-,89D,3rd,Score,Score,1,  0.02%,2,2
Generic out,Grounder,-,-,56D,1st,1st,Out,1,  0.02%,3,0
Generic out,Fly,-,-,6MD,Out,1st,2nd,1,  0.02%,3,0
Single,Liner,-,-,78D,2nd,3rd,Score,1,  0.02%,2,1
Double,Grounder,-,-,4,2nd,Score,Score,1,  0.02%,2,2
Generic out,Liner,-,Y,3F,Out,1st,2nd,1,  0.02%,3,0
Generic out,Fly,-,-,2,Out,1st,2nd,1,  0.02%,3,0
Single,Fly,-,-,7S,1st,2nd,Score,1,  0.02%,2,1
Generic out,Fly,-,Y,9LDF,Out,1st,2nd,1,  0.02%,3,0
Generic out,Liner,-,-,5D,Out,1st,2nd,1,  0.02%,3,0
Generic out,Fly,-,Y,5F,Out,1st,2nd,1,  0.02%,3,0
Fielder's choice,Grounder,-,-,5,1st,2nd,Out,1,  0.02%,3,0
Single,Liner,-,-,7D,1st,2nd,3rd,1,  0.02%,2,0
Home run,Liner,-,-,7LD,Score,Score,Score,1,  0.02%,2,3
Error,Grounder,-,-,34,1st,3rd,Score,1,  0.02%,2,1
Double,Liner,-,-,7LS,2nd,3rd,Score,1,  0.02%,2,1
Generic out,Grounder,Y,-,1S,Out,1st,2nd,1,  0.02%,3,0
Single,Liner,-,-,78S,3rd,Score,Score,1,  0.02%,2,2
Single,Liner,-,-,9S,1st,Out,Score,1,  0.02%,3,1
Single,Liner,-,-,4D,1st,3rd,Score,1,  0.02%,2,1
Triple,Liner,-,-,4MD,3rd,Score,Score,1,  0.02%,2,2
Generic out,Fly,-,-,1,Out,1st,2nd,1,  0.02%,3,0
Single,Liner,-,-,9D,Out,3rd,Score,1,  0.02%,3,1
Generic out,Grounder,-,-,56S,1st,2nd,Out,1,  0.02%,3,0
Double,Fly,-,-,9LD,Out,Score,Score,1,  0.02%,3,2
Single,Liner,-,-,7S,1st,2nd,Out,1,  0.02%,3,0
Single,Liner,-,-,34,1st,3rd,Score,1,  0.02%,2,1
Balk,-,-,-,-,Stays,1st,3rd,1,  0.02%,2,0
Single,Grounder,-,-,23,1st,3rd,Score,1,  0.02%,2,1
Error,Grounder,-,-,5,1st,3rd,Score,1,  0.02%,2,1
Single,Liner,-,-,56D,1st,3rd,Score,1,  0.02%,2,1
Triple,Fly,-,-,8D,3rd,Score,Score,1,  0.02%,2,2
Generic out,Liner,-,-,3D,Out,1st,2nd,1,  0.02%,3,0
Generic out,Grounder,-,-,6MD,Out,1st,2nd,1,  0.02%,3,0
Single,Liner,-,-,7L,1st,2nd,Score,1,  0.02%,2,1
Single,Liner,-,-,78,2nd,Score,Score,1,  0.02%,2,2
Caught stealing,-,-,-,-,Stays,Out,2nd,1,  0.02%,3,0
Error,Fly,-,-,89XD,2nd,Score,Score,1,  0.02%,2,2
Defensive indifference,-,-,-,-,Stays,1st,3rd,1,  0.02%,2,0
Double,Liner,-,-,9D,2nd,Out,Score,1,  0.02%,3,1
Home run,Liner,-,-,8XD,Score,Score,Score,1,  0.02%,2,3
Double,Liner,-,-,89,2nd,3rd,Score,1,  0.02%,2,1
Triple,Grounder,-,-,3,2nd,Score,Score,1,  0.02%,2,2
Single,Liner,-,-,7LS,1st,2nd,Score,1,  0.02%,2,1
Generic out,Pop-up,Y,-,1S,Out,1st,2nd,1,  0.02%,3,0
Single,Liner,-,-,89D,2nd,Score,Score,1,  0.02%,2,2
Double,Grounder,-,-,4M,2nd,3rd,Score,1,  0.02%,2,1
Double,Fly,-,-,8S,2nd,Score,Score,1,  0.02%,2,2
Other advance,-,-,-,-,Stays,2nd,3rd,1,  0.02%,2,0
Single,Fly,-,-,56D,1st,Out,Score,1,  0.02%,3,1
Error,Grounder,-,-,6,1st,3rd,Score,1,  0.02%,2,1
Double,Liner,-,-,8S,2nd,3rd,Score,1,  0.02%,2,1
Generic out,Pop-up,-,-,7S,Out,1st,2nd,1,  0.02%,3,0
Single,Grounder,-,-,3,1st,2nd,Score,1,  0.02%,2,1
Single,Liner,-,-,7L,1st,2nd,Out,1,  0.02%,3,0
Single,Liner,-,-,8,1st,Out,Score,1,  0.02%,3,1
Generic out,Liner,-,-,7L,Out,1st,2nd,1,  0.02%,3,0
Double,Liner,-,-,8XD,2nd,3rd,Score,1,  0.02%,2,1
Double,Fly,-,-,56D,2nd,3rd,Score,1,  0.02%,2,1
Double,Liner,-,-,78XD,2nd,Out,Score,1,  0.02%,3,1
Generic out,Grounder,-,-,3,1st,3rd,Score,1,  0.02%,2,1
Single,Liner,-,-,9L,1st,2nd,Score,1,  0.02%,2,1
Generic out,Grounder,-,-,6MS,1st,Out,2nd,1,  0.02%,3,0
Single,Grounder,-,-,1,1st,2nd,3rd,1,  0.02%,2,0
Double,Fly,-,-,8S,2nd,3rd,Score,1,  0.02%,2,1
Single,Liner,-,-,7,1st,Out,Score,1,  0.02%,3,1
Generic out,Grounder,-,-,5D,1st,Out,2nd,1,  0.02%,3,0
Single,Liner,-,-,1S,1st,2nd,3rd,1,  0.02%,2,0
Single,Liner,-,-,7LD,1st,2nd,Score,1,  0.02%,2,1
Single,Grounder,-,-,3,1st,2nd,Out,1,  0.02%,3,0
Single,Liner,-,-,8,2nd,Score,Score,1,  0.02%,2,2
Generic out,Grounder,-,-,6D,Out,1st,2nd,1,  0.02%,3,0
Single,Fly,-,-,6MD,1st,3rd,Score,1,  0.02%,2,1
Single,Fly,-,-,8,1st,2nd,Score,1,  0.02%,2,1
Single,Liner,-,-,89,Out,Score,Score,1,  0.02%,3,2
Single,Liner,-,-,9S,1st,2nd,Out,1,  0.02%,3,0
Double,Grounder,-,-,34,2nd,Out,Score,1,  0.02%,3,1
Single,Grounder,-,-,4MS,1st,2nd,3rd,1,  0.02%,2,0
Single,Grounder,-,-,34S,1st,2nd,3rd,1,  0.02%,2,0
Double,Liner,-,-,7L,3rd,Score,Score,1,  0.02%,2,2
Single,Liner,-,-,34D,Out,2nd,3rd,1,  0.02%,3,0
Generic out,Fly,-,Y,3F,Out,1st,2nd,1,  0.02%,3,0
Triple,Grounder,-,-,5,3rd,Score,Score,1,  0.02%,2,2
Single,Grounder,-,-,2,1st,2nd,Out,1,  0.02%,3,0
Single,Liner,-,-,9LS,Out,3rd,Score,1,  0.02%,3,1
Double,Liner,-,-,9LD,2nd,Out,Score,1,  0.02%,3,1
Double,Grounder,-,-,6,2nd,Score,Score,1,  0.02%,2,2
Error,Grounder,-,-,6M,1st,2nd,3rd,1,  0.02%,2,0
Double,Fly,-,-,7L,3rd,Score,Score,1,  0.02%,2,2
Single,Fly,-,-,9L,1st,3rd,Score,1,  0.02%,2,1
Single,Fly,-,-,89S,1st,2nd,Out,1,  0.02%,3,0
Double,Grounder,-,-,6,2nd,3rd,Score,1,  0.02%,2,1
Fielder's choice,Grounder,-,-,5,1st,2nd,3rd,1,  0.02%,2,0
Double,Liner,-,-,5D,2nd,Out,Score,1,  0.02%,3,1
Double,Fly,-,-,78D,2nd,Score,Score,1,  0.02%,2,2
Double,Liner,-,-,7,2nd,Score,Score,1,  0.02%,2,2
Single,Grounder,-,-,6MS,1st,3rd,Score,1,  0.02%,2,1
Passed ball,-,-,-,-,Stays,3rd,Score,1,  0.02%,2,1
Single,Fly,-,-,8S,1st,2nd,Score,1,  0.02%,2,1
Single,Grounder,-,-,4M,1st,2nd,Out,1,  0.02%,3,0
Triple,Fly,-,-,9D,3rd,Score,Score,1,  0.02%,2,2
Other advance,-,-,-,-,Stays,1st,3rd,1,  0.02%,2,0
Single,Grounder,-,-,56,2nd,Score,Score,1,  0.02%,2,2
Generic out,Pop-up,-,Y,25F,Out,1st,2nd,1,  0.02%,3,0
Fielder's choice,Grounder,-,-,34,1st,2nd,3rd,1,  0.02%,2,0
Single,Liner,-,-,8,Out,3rd,Score,1,  0.02%,3,1
Single,Grounder,-,-,1S,1st,2nd,Score,1,  0.02%,2,1
Generic out,Grounder,-,-,5S,Out,1st,2nd,1,  0.02%,3,0
Generic out,Fly,-,-,15,Out,1st,2nd,1,  0.02%,3,0
Triple,Liner,-,-,7D,3rd,Score,Score,1,  0.02%,2,2
Single,Liner,-,-,9LS,1st,2nd,Out,1,  0.02%,3,0
Generic out,Grounder,-,-,3D,Out,1st,2nd,1,  0.02%,3,0
Single,Liner,-,-,78S,1st,Score,Score,1,  0.02%,2,2
Single,Liner,-,-,7LS,1st,2nd,3rd,1,  0.02%,2,0
Single,Liner,-,-,6MD,1st,2nd,Score,1,  0.02%,2,1
Double,Liner,-,-,9L,3rd,Score,Score,1,  0.02%,2,2
Double,Fly,-,-,78XD,2nd,3rd,Score,1,  0.02%,2,1
Triple,Liner,-,-,8XD,3rd,Score,Score,1,  0.02%,2,2
Single,Liner,-,-,9LS,1st,2nd,3rd,1,  0.02%,2,0
Fielder's choice,Grounder,-,-,56,1st,2nd,3rd,1,  0.02%,2,0
Generic out,Pop-up,-,-,25,Out,1st,2nd,1,  0.02%,3,0
Generic out,Pop-up,-,-,5S,Out,1st,2nd,1,  0.02%,3,0
Pickoff,-,-,-,-,Stays,Out,Score,1,  0.02%,3,1
Double,Liner,-,-,89XD,3rd,Score,Score,1,  0.02%,2,2
Double,Liner,-,-,8D,2nd,Score,Score,1,  0.02%,2,2
Single,Liner,-,-,89,1st,2nd,3rd,1,  0.02%,2,0
Fielder's choice,Grounder,-,-,4MD,1st,2nd,3rd,1,  0.02%,2,0
Triple,Fly,-,-,3,3rd,Score,Score,1,  0.02%,2,2
Single,Grounder,-,-,4M,3rd,Score,Score,1,  0.02%,2,2
Generic out,Grounder,-,-,1S,1st,1st,Out,1,  0.02%,3,0
Double,Liner,-,-,9D,3rd,Score,Score,1,  0.02%,2,2
Error,Fly,-,-,34D,1st,3rd,Score,1,  0.02%,2,1
Error,Grounder,-,-,4,1st,2nd,3rd,1,  0.02%,2,0
Single,Fly,-,-,9LS,Out,3rd,Score,1,  0.02%,3,1
Fielder's choice,Grounder,-,-,4,1st,2nd,3rd,1,  0.02%,2,0
